doc_id,filename,category,source_path
77,77.txt,business,data\raw\business\078.txt
78,78.txt,business,data\raw\business\079.txt
79,79.txt,business,data\raw\business\080.txt
80,80.txt,business,data\raw\business\081.txt
81,81.txt,business,data\raw\business\082.txt
82,82.txt,business,data\raw\business\083.txt
83,83.txt,business,data\raw\business\084.txt
84,84.txt,business,data\raw\business\085.txt
85,85.txt,business,data\raw\business\086.txt
86,86.txt,business,data\raw\business\087.txt
87,87.txt,business,data\raw\business\088.txt
88,88.txt,business,data\raw\business\089.txt
89,89.txt,business,data\raw\business\090.txt
90,90.txt,business,data\raw\business\091.txt
91,91.txt,business,data\raw\business\092.txt
92,92.txt,business,data\raw\business\093.txt
93,93.txt,business,data\raw\business\094.txt
94,94.txt,business,data\raw\business\095.txt
95,95.txt,business,data\raw\business\096.txt
96,96.txt,business,data\raw\business\097.txt
97,97.txt,business,data\raw\business\098.txt
98,98.txt,business,data\raw\business\099.txt
99,99.txt,business,data\raw\business\100.txt
100,100.txt,business,data\raw\business\101.txt
101,101.txt,business,data\raw\business\102.txt
102,102.txt,business,data\raw\business\103.txt
103,103.txt,business,data\raw\business\104.txt
104,104.txt,business,data\raw\business\105.txt
105,105.txt,business,data\raw\business\106.txt
106,106.txt,business,data\raw\business\107.txt
107,107.txt,business,data\raw\business\108.txt
108,108.txt,business,data\raw\business\109.txt
109,109.txt,business,data\raw\business\110.txt
110,110.txt,business,data\raw\business\111.txt
111,111.txt,business,data\raw\business\112.txt
112,112.txt,business,data\raw\business\113.txt
113,113.txt,business,data\raw\business\114.txt
114,114.txt,business,data\raw\business\115.txt
115,115.txt,business,data\raw\business\116.txt
116,116.txt,business,data\raw\business\117.txt
117,117.txt,business,data\raw\business\118.txt
118,118.txt,business,data\raw\business\119.txt
119,119.txt,business,data\raw\business\120.txt
120,120.txt,business,data\raw\business\121.txt
121,121.txt,business,data\raw\business\122.txt
122,122.txt,business,data\raw\business\123.txt
123,123.txt,business,data\raw\business\124.txt
124,124.txt,business,data\raw\business\125.txt
125,125.txt,business,data\raw\business\126.txt
126,126.txt,business,data\raw\business\127.txt
127,127.txt,business,data\raw\business\128.txt
128,128.txt,business,data\raw\business\129.txt
129,129.txt,business,data\raw\business\130.txt
130,130.txt,business,data\raw\business\131.txt
131,131.txt,business,data\raw\business\132.txt
132,132.txt,business,data\raw\business\133.txt
133,133.txt,business,data\raw\business\134.txt
134,134.txt,business,data\raw\business\135.txt
135,135.txt,business,data\raw\business\136.txt
136,136.txt,business,data\raw\business\137.txt
137,137.txt,business,data\raw\business\138.txt
138,138.txt,business,data\raw\business\139.txt
139,139.txt,business,data\raw\business\140.txt
140,140.txt,business,data\raw\business\141.txt
141,141.txt,business,data\raw\business\142.txt
142,142.txt,business,data\raw\business\143.txt
143,143.txt,business,data\raw\business\144.txt
144,144.txt,business,data\raw\business\145.txt
145,145.txt,business,data\raw\business\146.txt
146,146.txt,business,data\raw\business\147.txt
147,147.txt,business,data\raw\business\148.txt
148,148.txt,business,data\raw\business\149.txt
149,149.txt,business,data\raw\business\150.txt
150,150.txt,business,data\raw\business\151.txt
151,151.txt,business,data\raw\business\152.txt
152,152.txt,business,data\raw\business\153.txt
153,153.txt,business,data\raw\business\154.txt
154,154.txt,business,data\raw\business\155.txt
155,155.txt,business,data\raw\business\156.txt
156,156.txt,business,data\raw\business\157.txt
157,157.txt,business,data\raw\business\158.txt
158,158.txt,business,data\raw\business\159.txt
159,159.txt,business,data\raw\business\160.txt
160,160.txt,business,data\raw\business\161.txt
161,161.txt,business,data\raw\business\162.txt
162,162.txt,business,data\raw\business\163.txt
163,163.txt,business,data\raw\business\164.txt
164,164.txt,business,data\raw\business\165.txt
165,165.txt,business,data\raw\business\166.txt
166,166.txt,business,data\raw\business\167.txt
167,167.txt,business,data\raw\business\168.txt
168,168.txt,business,data\raw\business\169.txt
169,169.txt,business,data\raw\business\170.txt
170,170.txt,business,data\raw\business\171.txt
171,171.txt,business,data\raw\business\172.txt
172,172.txt,business,data\raw\business\173.txt
173,173.txt,business,data\raw\business\174.txt
174,174.txt,business,data\raw\business\175.txt
175,175.txt,business,data\raw\business\176.txt
176,176.txt,business,data\raw\business\177.txt
177,177.txt,business,data\raw\business\178.txt
178,178.txt,business,data\raw\business\179.txt
179,179.txt,business,data\raw\business\180.txt
180,180.txt,business,data\raw\business\181.txt
181,181.txt,business,data\raw\business\182.txt
182,182.txt,business,data\raw\business\183.txt
183,183.txt,business,data\raw\business\184.txt
184,184.txt,business,data\raw\business\185.txt
185,185.txt,business,data\raw\business\186.txt
186,186.txt,business,data\raw\business\187.txt
187,187.txt,business,data\raw\business\188.txt
188,188.txt,business,data\raw\business\189.txt
189,189.txt,business,data\raw\business\190.txt
190,190.txt,business,data\raw\business\191.txt
191,191.txt,business,data\raw\business\192.txt
192,192.txt,business,data\raw\business\193.txt
193,193.txt,business,data\raw\business\194.txt
194,194.txt,business,data\raw\business\195.txt
195,195.txt,business,data\raw\business\196.txt
196,196.txt,business,data\raw\business\197.txt
197,197.txt,business,data\raw\business\198.txt
198,198.txt,business,data\raw\business\199.txt
199,199.txt,business,data\raw\business\200.txt
200,200.txt,business,data\raw\business\201.txt
201,201.txt,business,data\raw\business\202.txt
202,202.txt,business,data\raw\business\203.txt
203,203.txt,business,data\raw\business\204.txt
204,204.txt,business,data\raw\business\205.txt
205,205.txt,business,data\raw\business\206.txt
206,206.txt,business,data\raw\business\207.txt
207,207.txt,business,data\raw\business\208.txt
208,208.txt,business,data\raw\business\209.txt
209,209.txt,business,data\raw\business\210.txt
210,210.txt,business,data\raw\business\211.txt
211,211.txt,business,data\raw\business\212.txt
212,212.txt,business,data\raw\business\213.txt
213,213.txt,business,data\raw\business\214.txt
214,214.txt,business,data\raw\business\215.txt
215,215.txt,business,data\raw\business\216.txt
216,216.txt,business,data\raw\business\217.txt
217,217.txt,business,data\raw\business\218.txt
218,218.txt,business,data\raw\business\219.txt
219,219.txt,business,data\raw\business\220.txt
220,220.txt,business,data\raw\business\221.txt
221,221.txt,business,data\raw\business\222.txt
222,222.txt,business,data\raw\business\223.txt
223,223.txt,business,data\raw\business\224.txt
224,224.txt,business,data\raw\business\225.txt
225,225.txt,business,data\raw\business\226.txt
226,226.txt,business,data\raw\business\227.txt
227,227.txt,business,data\raw\business\228.txt
228,228.txt,business,data\raw\business\229.txt
229,229.txt,business,data\raw\business\230.txt
230,230.txt,business,data\raw\business\231.txt
231,231.txt,business,data\raw\business\232.txt
232,232.txt,business,data\raw\business\233.txt
233,233.txt,business,data\raw\business\234.txt
234,234.txt,business,data\raw\business\235.txt
235,235.txt,business,data\raw\business\236.txt
236,236.txt,business,data\raw\business\237.txt
237,237.txt,business,data\raw\business\238.txt
238,238.txt,business,data\raw\business\239.txt
239,239.txt,business,data\raw\business\240.txt
240,240.txt,business,data\raw\business\241.txt
241,241.txt,business,data\raw\business\242.txt
242,242.txt,business,data\raw\business\243.txt
243,243.txt,business,data\raw\business\244.txt
244,244.txt,business,data\raw\business\245.txt
245,245.txt,business,data\raw\business\246.txt
246,246.txt,business,data\raw\business\247.txt
247,247.txt,business,data\raw\business\248.txt
248,248.txt,business,data\raw\business\249.txt
249,249.txt,business,data\raw\business\250.txt
250,250.txt,business,data\raw\business\251.txt
251,251.txt,business,data\raw\business\252.txt
252,252.txt,business,data\raw\business\253.txt
253,253.txt,business,data\raw\business\254.txt
254,254.txt,business,data\raw\business\255.txt
255,255.txt,business,data\raw\business\256.txt
256,256.txt,business,data\raw\business\257.txt
257,257.txt,business,data\raw\business\258.txt
258,258.txt,business,data\raw\business\259.txt
259,259.txt,business,data\raw\business\260.txt
260,260.txt,business,data\raw\business\261.txt
261,261.txt,business,data\raw\business\262.txt
262,262.txt,business,data\raw\business\263.txt
263,263.txt,business,data\raw\business\264.txt
264,264.txt,business,data\raw\business\265.txt
265,265.txt,business,data\raw\business\266.txt
266,266.txt,business,data\raw\business\267.txt
267,267.txt,business,data\raw\business\268.txt
268,268.txt,business,data\raw\business\269.txt
269,269.txt,business,data\raw\business\270.txt
270,270.txt,business,data\raw\business\271.txt
271,271.txt,business,data\raw\business\272.txt
272,272.txt,business,data\raw\business\273.txt
273,273.txt,business,data\raw\business\274.txt
274,274.txt,business,data\raw\business\275.txt
275,275.txt,business,data\raw\business\276.txt
276,276.txt,business,data\raw\business\277.txt
277,277.txt,business,data\raw\business\278.txt
278,278.txt,business,data\raw\business\279.txt
279,279.txt,business,data\raw\business\280.txt
280,280.txt,business,data\raw\business\281.txt
281,281.txt,business,data\raw\business\282.txt
282,282.txt,business,data\raw\business\283.txt
283,283.txt,business,data\raw\business\284.txt
284,284.txt,business,data\raw\business\285.txt
285,285.txt,business,data\raw\business\286.txt
286,286.txt,business,data\raw\business\287.txt
287,287.txt,business,data\raw\business\288.txt
288,288.txt,business,data\raw\business\289.txt
289,289.txt,business,data\raw\business\290.txt
290,290.txt,business,data\raw\business\291.txt
291,291.txt,business,data\raw\business\292.txt
292,292.txt,business,data\raw\business\293.txt
293,293.txt,business,data\raw\business\294.txt
294,294.txt,business,data\raw\business\295.txt
295,295.txt,business,data\raw\business\296.txt
296,296.txt,business,data\raw\business\297.txt
297,297.txt,business,data\raw\business\298.txt
298,298.txt,business,data\raw\business\299.txt
299,299.txt,business,data\raw\business\300.txt
300,300.txt,business,data\raw\business\301.txt
301,301.txt,business,data\raw\business\302.txt
302,302.txt,business,data\raw\business\303.txt
303,303.txt,business,data\raw\business\304.txt
304,304.txt,business,data\raw\business\305.txt
305,305.txt,business,data\raw\business\306.txt
306,306.txt,business,data\raw\business\307.txt
307,307.txt,business,data\raw\business\308.txt
308,308.txt,business,data\raw\business\309.txt
309,309.txt,business,data\raw\business\310.txt
310,310.txt,business,data\raw\business\311.txt
311,311.txt,business,data\raw\business\312.txt
312,312.txt,business,data\raw\business\313.txt
313,313.txt,business,data\raw\business\314.txt
314,314.txt,business,data\raw\business\315.txt
315,315.txt,business,data\raw\business\316.txt
316,316.txt,business,data\raw\business\317.txt
317,317.txt,business,data\raw\business\318.txt
318,318.txt,business,data\raw\business\319.txt
319,319.txt,business,data\raw\business\320.txt
320,320.txt,business,data\raw\business\321.txt
321,321.txt,business,data\raw\business\322.txt
322,322.txt,business,data\raw\business\323.txt
323,323.txt,business,data\raw\business\324.txt
324,324.txt,business,data\raw\business\325.txt
325,325.txt,business,data\raw\business\326.txt
326,326.txt,business,data\raw\business\327.txt
327,327.txt,business,data\raw\business\328.txt
328,328.txt,business,data\raw\business\329.txt
329,329.txt,business,data\raw\business\330.txt
330,330.txt,business,data\raw\business\331.txt
331,331.txt,business,data\raw\business\332.txt
332,332.txt,business,data\raw\business\333.txt
333,333.txt,business,data\raw\business\334.txt
334,334.txt,business,data\raw\business\335.txt
335,335.txt,business,data\raw\business\336.txt
336,336.txt,business,data\raw\business\337.txt
337,337.txt,business,data\raw\business\338.txt
338,338.txt,business,data\raw\business\339.txt
339,339.txt,business,data\raw\business\340.txt
340,340.txt,business,data\raw\business\341.txt
341,341.txt,business,data\raw\business\342.txt
342,342.txt,business,data\raw\business\343.txt
343,343.txt,business,data\raw\business\344.txt
344,344.txt,business,data\raw\business\345.txt
345,345.txt,business,data\raw\business\346.txt
346,346.txt,business,data\raw\business\347.txt
347,347.txt,business,data\raw\business\348.txt
348,348.txt,business,data\raw\business\349.txt
349,349.txt,business,data\raw\business\350.txt
350,350.txt,business,data\raw\business\351.txt
351,351.txt,business,data\raw\business\352.txt
352,352.txt,business,data\raw\business\353.txt
353,353.txt,business,data\raw\business\354.txt
354,354.txt,business,data\raw\business\355.txt
355,355.txt,business,data\raw\business\356.txt
356,356.txt,business,data\raw\business\357.txt
357,357.txt,business,data\raw\business\358.txt
358,358.txt,business,data\raw\business\359.txt
359,359.txt,business,data\raw\business\360.txt
360,360.txt,business,data\raw\business\361.txt
361,361.txt,business,data\raw\business\362.txt
362,362.txt,business,data\raw\business\363.txt
363,363.txt,business,data\raw\business\364.txt
364,364.txt,business,data\raw\business\365.txt
365,365.txt,business,data\raw\business\366.txt
366,366.txt,business,data\raw\business\367.txt
367,367.txt,business,data\raw\business\368.txt
368,368.txt,business,data\raw\business\369.txt
369,369.txt,business,data\raw\business\370.txt
370,370.txt,business,data\raw\business\371.txt
371,371.txt,business,data\raw\business\372.txt
372,372.txt,business,data\raw\business\373.txt
373,373.txt,business,data\raw\business\374.txt
374,374.txt,business,data\raw\business\375.txt
375,375.txt,business,data\raw\business\376.txt
376,376.txt,business,data\raw\business\377.txt
377,377.txt,business,data\raw\business\378.txt
378,378.txt,business,data\raw\business\379.txt
379,379.txt,business,data\raw\business\380.txt
380,380.txt,business,data\raw\business\381.txt
381,381.txt,business,data\raw\business\382.txt
382,382.txt,business,data\raw\business\383.txt
383,383.txt,business,data\raw\business\384.txt
384,384.txt,business,data\raw\business\385.txt
385,385.txt,business,data\raw\business\386.txt
386,386.txt,business,data\raw\business\387.txt
387,387.txt,business,data\raw\business\388.txt
388,388.txt,business,data\raw\business\389.txt
389,389.txt,business,data\raw\business\390.txt
390,390.txt,business,data\raw\business\391.txt
391,391.txt,business,data\raw\business\392.txt
392,392.txt,business,data\raw\business\393.txt
393,393.txt,business,data\raw\business\394.txt
394,394.txt,business,data\raw\business\395.txt
395,395.txt,business,data\raw\business\396.txt
396,396.txt,business,data\raw\business\397.txt
397,397.txt,business,data\raw\business\398.txt
398,398.txt,business,data\raw\business\399.txt
399,399.txt,business,data\raw\business\400.txt
400,400.txt,business,data\raw\business\401.txt
401,401.txt,business,data\raw\business\402.txt
402,402.txt,business,data\raw\business\403.txt
403,403.txt,business,data\raw\business\404.txt
404,404.txt,business,data\raw\business\405.txt
405,405.txt,business,data\raw\business\406.txt
406,406.txt,business,data\raw\business\407.txt
407,407.txt,business,data\raw\business\408.txt
408,408.txt,business,data\raw\business\409.txt
409,409.txt,business,data\raw\business\410.txt
410,410.txt,business,data\raw\business\411.txt
411,411.txt,business,data\raw\business\412.txt
412,412.txt,business,data\raw\business\413.txt
413,413.txt,business,data\raw\business\414.txt
414,414.txt,business,data\raw\business\415.txt
415,415.txt,business,data\raw\business\416.txt
416,416.txt,business,data\raw\business\417.txt
417,417.txt,business,data\raw\business\418.txt
418,418.txt,business,data\raw\business\419.txt
419,419.txt,business,data\raw\business\420.txt
420,420.txt,business,data\raw\business\421.txt
421,421.txt,business,data\raw\business\422.txt
422,422.txt,business,data\raw\business\423.txt
423,423.txt,business,data\raw\business\424.txt
424,424.txt,business,data\raw\business\425.txt
425,425.txt,business,data\raw\business\426.txt
426,426.txt,business,data\raw\business\427.txt
427,427.txt,business,data\raw\business\428.txt
428,428.txt,business,data\raw\business\429.txt
429,429.txt,business,data\raw\business\430.txt
430,430.txt,business,data\raw\business\431.txt
431,431.txt,business,data\raw\business\432.txt
432,432.txt,business,data\raw\business\433.txt
433,433.txt,business,data\raw\business\434.txt
434,434.txt,business,data\raw\business\435.txt
435,435.txt,business,data\raw\business\436.txt
436,436.txt,business,data\raw\business\437.txt
437,437.txt,business,data\raw\business\438.txt
438,438.txt,business,data\raw\business\439.txt
439,439.txt,business,data\raw\business\440.txt
440,440.txt,business,data\raw\business\441.txt
441,441.txt,business,data\raw\business\442.txt
442,442.txt,business,data\raw\business\443.txt
443,443.txt,business,data\raw\business\444.txt
444,444.txt,business,data\raw\business\445.txt
445,445.txt,business,data\raw\business\446.txt
446,446.txt,business,data\raw\business\447.txt
447,447.txt,business,data\raw\business\448.txt
448,448.txt,business,data\raw\business\449.txt
449,449.txt,business,data\raw\business\450.txt
450,450.txt,business,data\raw\business\451.txt
451,451.txt,business,data\raw\business\452.txt
452,452.txt,business,data\raw\business\453.txt
453,453.txt,business,data\raw\business\454.txt
454,454.txt,business,data\raw\business\455.txt
455,455.txt,business,data\raw\business\456.txt
456,456.txt,business,data\raw\business\457.txt
457,457.txt,business,data\raw\business\458.txt
458,458.txt,business,data\raw\business\459.txt
459,459.txt,business,data\raw\business\460.txt
460,460.txt,business,data\raw\business\461.txt
461,461.txt,business,data\raw\business\462.txt
462,462.txt,business,data\raw\business\463.txt
463,463.txt,business,data\raw\business\464.txt
464,464.txt,business,data\raw\business\465.txt
465,465.txt,business,data\raw\business\466.txt
466,466.txt,business,data\raw\business\467.txt
467,467.txt,business,data\raw\business\468.txt
468,468.txt,business,data\raw\business\469.txt
469,469.txt,business,data\raw\business\470.txt
470,470.txt,business,data\raw\business\471.txt
471,471.txt,business,data\raw\business\472.txt
472,472.txt,business,data\raw\business\473.txt
473,473.txt,business,data\raw\business\474.txt
474,474.txt,business,data\raw\business\475.txt
475,475.txt,business,data\raw\business\476.txt
476,476.txt,business,data\raw\business\477.txt
477,477.txt,business,data\raw\business\478.txt
478,478.txt,business,data\raw\business\479.txt
479,479.txt,business,data\raw\business\480.txt
480,480.txt,business,data\raw\business\481.txt
481,481.txt,business,data\raw\business\482.txt
482,482.txt,business,data\raw\business\483.txt
483,483.txt,business,data\raw\business\484.txt
484,484.txt,business,data\raw\business\485.txt
485,485.txt,business,data\raw\business\486.txt
486,486.txt,business,data\raw\business\487.txt
487,487.txt,business,data\raw\business\488.txt
488,488.txt,business,data\raw\business\489.txt
489,489.txt,business,data\raw\business\490.txt
490,490.txt,business,data\raw\business\491.txt
491,491.txt,business,data\raw\business\492.txt
492,492.txt,business,data\raw\business\493.txt
493,493.txt,business,data\raw\business\494.txt
494,494.txt,business,data\raw\business\495.txt
495,495.txt,business,data\raw\business\496.txt
496,496.txt,business,data\raw\business\497.txt
497,497.txt,business,data\raw\business\498.txt
498,498.txt,business,data\raw\business\499.txt
499,499.txt,business,data\raw\business\500.txt
500,500.txt,business,data\raw\business\501.txt
501,501.txt,business,data\raw\business\502.txt
502,502.txt,business,data\raw\business\503.txt
503,503.txt,business,data\raw\business\504.txt
504,504.txt,business,data\raw\business\505.txt
505,505.txt,business,data\raw\business\506.txt
506,506.txt,business,data\raw\business\507.txt
507,507.txt,business,data\raw\business\508.txt
508,508.txt,business,data\raw\business\509.txt
509,509.txt,business,data\raw\business\510.txt
510,510.txt,entertainment,data\raw\entertainment\001.txt
511,511.txt,entertainment,data\raw\entertainment\002.txt
512,512.txt,entertainment,data\raw\entertainment\003.txt
513,513.txt,entertainment,data\raw\entertainment\004.txt
514,514.txt,entertainment,data\raw\entertainment\005.txt
515,515.txt,entertainment,data\raw\entertainment\006.txt
516,516.txt,entertainment,data\raw\entertainment\007.txt
517,517.txt,entertainment,data\raw\entertainment\008.txt
518,518.txt,entertainment,data\raw\entertainment\009.txt
519,519.txt,entertainment,data\raw\entertainment\010.txt
520,520.txt,entertainment,data\raw\entertainment\011.txt
521,521.txt,entertainment,data\raw\entertainment\012.txt
522,522.txt,entertainment,data\raw\entertainment\013.txt
523,523.txt,entertainment,data\raw\entertainment\014.txt
524,524.txt,entertainment,data\raw\entertainment\015.txt
525,525.txt,entertainment,data\raw\entertainment\016.txt
526,526.txt,entertainment,data\raw\entertainment\017.txt
527,527.txt,entertainment,data\raw\entertainment\018.txt
528,528.txt,entertainment,data\raw\entertainment\019.txt
529,529.txt,entertainment,data\raw\entertainment\020.txt
530,530.txt,entertainment,data\raw\entertainment\021.txt
531,531.txt,entertainment,data\raw\entertainment\022.txt
532,532.txt,entertainment,data\raw\entertainment\023.txt
533,533.txt,entertainment,data\raw\entertainment\024.txt
534,534.txt,entertainment,data\raw\entertainment\025.txt
535,535.txt,entertainment,data\raw\entertainment\026.txt
536,536.txt,entertainment,data\raw\entertainment\027.txt
537,537.txt,entertainment,data\raw\entertainment\028.txt
538,538.txt,entertainment,data\raw\entertainment\029.txt
539,539.txt,entertainment,data\raw\entertainment\030.txt
540,540.txt,entertainment,data\raw\entertainment\031.txt
541,541.txt,entertainment,data\raw\entertainment\032.txt
542,542.txt,entertainment,data\raw\entertainment\033.txt
543,543.txt,entertainment,data\raw\entertainment\034.txt
544,544.txt,entertainment,data\raw\entertainment\035.txt
545,545.txt,entertainment,data\raw\entertainment\036.txt
546,546.txt,entertainment,data\raw\entertainment\037.txt
547,547.txt,entertainment,data\raw\entertainment\038.txt
548,548.txt,entertainment,data\raw\entertainment\039.txt
549,549.txt,entertainment,data\raw\entertainment\040.txt
550,550.txt,entertainment,data\raw\entertainment\041.txt
551,551.txt,entertainment,data\raw\entertainment\042.txt
552,552.txt,entertainment,data\raw\entertainment\043.txt
553,553.txt,entertainment,data\raw\entertainment\044.txt
554,554.txt,entertainment,data\raw\entertainment\045.txt
555,555.txt,entertainment,data\raw\entertainment\046.txt
556,556.txt,entertainment,data\raw\entertainment\047.txt
557,557.txt,entertainment,data\raw\entertainment\048.txt
558,558.txt,entertainment,data\raw\entertainment\049.txt
559,559.txt,entertainment,data\raw\entertainment\050.txt
560,560.txt,entertainment,data\raw\entertainment\051.txt
561,561.txt,entertainment,data\raw\entertainment\052.txt
562,562.txt,entertainment,data\raw\entertainment\053.txt
563,563.txt,entertainment,data\raw\entertainment\054.txt
564,564.txt,entertainment,data\raw\entertainment\055.txt
565,565.txt,entertainment,data\raw\entertainment\056.txt
566,566.txt,entertainment,data\raw\entertainment\057.txt
567,567.txt,entertainment,data\raw\entertainment\058.txt
568,568.txt,entertainment,data\raw\entertainment\059.txt
569,569.txt,entertainment,data\raw\entertainment\060.txt
570,570.txt,entertainment,data\raw\entertainment\061.txt
571,571.txt,entertainment,data\raw\entertainment\062.txt
572,572.txt,entertainment,data\raw\entertainment\063.txt
573,573.txt,entertainment,data\raw\entertainment\064.txt
574,574.txt,entertainment,data\raw\entertainment\065.txt
575,575.txt,entertainment,data\raw\entertainment\066.txt
576,576.txt,entertainment,data\raw\entertainment\067.txt
577,577.txt,entertainment,data\raw\entertainment\068.txt
578,578.txt,entertainment,data\raw\entertainment\069.txt
579,579.txt,entertainment,data\raw\entertainment\070.txt
580,580.txt,entertainment,data\raw\entertainment\071.txt
581,581.txt,entertainment,data\raw\entertainment\072.txt
582,582.txt,entertainment,data\raw\entertainment\073.txt
583,583.txt,entertainment,data\raw\entertainment\074.txt
584,584.txt,entertainment,data\raw\entertainment\075.txt
585,585.txt,entertainment,data\raw\entertainment\076.txt
586,586.txt,entertainment,data\raw\entertainment\077.txt
587,587.txt,entertainment,data\raw\entertainment\078.txt
588,588.txt,entertainment,data\raw\entertainment\079.txt
589,589.txt,entertainment,data\raw\entertainment\080.txt
590,590.txt,entertainment,data\raw\entertainment\081.txt
591,591.txt,entertainment,data\raw\entertainment\082.txt
592,592.txt,entertainment,data\raw\entertainment\083.txt
593,593.txt,entertainment,data\raw\entertainment\084.txt
594,594.txt,entertainment,data\raw\entertainment\085.txt
595,595.txt,entertainment,data\raw\entertainment\086.txt
596,596.txt,entertainment,data\raw\entertainment\087.txt
597,597.txt,entertainment,data\raw\entertainment\088.txt
598,598.txt,entertainment,data\raw\entertainment\089.txt
599,599.txt,entertainment,data\raw\entertainment\090.txt
600,600.txt,entertainment,data\raw\entertainment\091.txt
601,601.txt,entertainment,data\raw\entertainment\092.txt
602,602.txt,entertainment,data\raw\entertainment\093.txt
603,603.txt,entertainment,data\raw\entertainment\094.txt
604,604.txt,entertainment,data\raw\entertainment\095.txt
605,605.txt,entertainment,data\raw\entertainment\096.txt
606,606.txt,entertainment,data\raw\entertainment\097.txt
607,607.txt,entertainment,data\raw\entertainment\098.txt
608,608.txt,entertainment,data\raw\entertainment\099.txt
609,609.txt,entertainment,data\raw\entertainment\100.txt
610,610.txt,entertainment,data\raw\entertainment\101.txt
611,611.txt,entertainment,data\raw\entertainment\102.txt
612,612.txt,entertainment,data\raw\entertainment\103.txt
613,613.txt,entertainment,data\raw\entertainment\104.txt
614,614.txt,entertainment,data\raw\entertainment\105.txt
615,615.txt,entertainment,data\raw\entertainment\106.txt
616,616.txt,entertainment,data\raw\entertainment\107.txt
617,617.txt,entertainment,data\raw\entertainment\108.txt
618,618.txt,entertainment,data\raw\entertainment\109.txt
619,619.txt,entertainment,data\raw\entertainment\110.txt
620,620.txt,entertainment,data\raw\entertainment\111.txt
621,621.txt,entertainment,data\raw\entertainment\112.txt
622,622.txt,entertainment,data\raw\entertainment\113.txt
623,623.txt,entertainment,data\raw\entertainment\114.txt
624,624.txt,entertainment,data\raw\entertainment\115.txt
625,625.txt,entertainment,data\raw\entertainment\116.txt
626,626.txt,entertainment,data\raw\entertainment\117.txt
627,627.txt,entertainment,data\raw\entertainment\118.txt
628,628.txt,entertainment,data\raw\entertainment\119.txt
629,629.txt,entertainment,data\raw\entertainment\120.txt
